input_length,config,conv1_bits,conv2_bits,fc1_bits,fc2_bits,seed,label_detected,test_accuracy,train_seconds,status
101,INT 2-4-4-8,2,4,4,8,45,mixed,90.245,87.53605842590332,success
101,INT 2-4-4-8,2,4,4,8,46,mixed,92.876,88.31737160682678,success
101,INT 2-4-4-4,2,4,4,4,42,mixed,96.341,91.94920063018799,success
101,INT 2-4-4-4,2,4,4,4,43,mixed,96.206,88.18400692939758,success
101,INT 2-4-4-4,2,4,4,4,44,mixed,97.149,87.96113753318787,success
101,INT 2-4-4-4,2,4,4,4,45,mixed,90.22,87.98019671440125,success
101,INT 2-4-4-4,2,4,4,4,46,mixed,93.284,87.74385499954224,success
101,INT 2-4-4-2,2,4,4,2,42,mixed,96.057,88.24429392814636,success
101,INT 2-4-4-2,2,4,4,2,43,mixed,96.111,88.40689301490784,success
101,INT 2-4-4-2,2,4,4,2,44,mixed,97.223,87.75276947021484,success
101,INT 2-4-4-2,2,4,4,2,45,mixed,89.902,88.38945698738098,success
101,INT 2-4-4-2,2,4,4,2,46,mixed,92.434,88.04890894889832,success
101,INT 2-4-2-8,2,4,2,8,42,mixed,96.082,88.39585709571838,success
101,INT 2-4-2-8,2,4,2,8,43,mixed,95.731,87.70285964012146,success
101,INT 2-4-2-8,2,4,2,8,44,mixed,97.264,88.15095210075378,success
101,INT 2-4-2-8,2,4,2,8,45,mixed,89.919,88.69736886024475,success
101,INT 2-4-2-8,2,4,2,8,46,mixed,92.688,94.56649017333984,success
101,INT 2-4-2-4,2,4,2,4,42,mixed,96.246,88.05720806121826,success
101,INT 2-4-2-4,2,4,2,4,43,mixed,95.729,88.03181409835815,success
101,INT 2-4-2-4,2,4,2,4,44,mixed,97.201,88.65782499313354,success
101,INT 2-4-2-4,2,4,2,4,45,mixed,89.863,90.75511956214905,success
101,INT 2-4-2-4,2,4,2,4,46,mixed,93.313,88.18392419815063,success
101,INT 2-4-2-2,2,4,2,2,42,mixed,95.76,88.13999247550964,success
101,INT 2-4-2-2,2,4,2,2,43,mixed,96.554,91.80844402313232,success
101,INT 2-4-2-2,2,4,2,2,44,mixed,97.263,88.22501969337463,success
101,INT 2-4-2-2,2,4,2,2,45,mixed,89.75,88.2509343624115,success
101,INT 2-4-2-2,2,4,2,2,46,mixed,93.189,87.90916228294373,success
101,INT 2-2-8-8,2,2,8,8,42,mixed,95.653,88.60793995857239,success
101,INT 2-2-8-8,2,2,8,8,43,mixed,95.839,88.77646946907043,success
101,INT 2-2-8-8,2,2,8,8,44,mixed,95.608,90.22034001350403,success
101,INT 2-2-8-8,2,2,8,8,45,mixed,91.108,88.61051774024963,success
101,INT 2-2-8-8,2,2,8,8,46,mixed,91.071,91.13656806945801,success
101,INT 2-2-8-4,2,2,8,4,42,mixed,95.899,88.1731767654419,success
101,INT 2-2-8-4,2,2,8,4,43,mixed,95.954,88.05307126045227,success
101,INT 2-2-8-4,2,2,8,4,44,mixed,95.787,88.3343710899353,success
101,INT 2-2-8-4,2,2,8,4,45,mixed,90.186,91.09239101409912,success
101,INT 2-2-8-4,2,2,8,4,46,mixed,89.925,88.20848631858826,success
101,INT 2-2-8-2,2,2,8,2,42,mixed,95.677,91.43436932563782,success
101,INT 2-2-8-2,2,2,8,2,43,mixed,97.209,88.17363619804382,success
101,INT 2-2-8-2,2,2,8,2,44,mixed,95.615,87.72632098197937,success
101,INT 2-2-8-2,2,2,8,2,45,mixed,90.956,87.93334364891052,success
101,INT 2-2-8-2,2,2,8,2,46,mixed,89.354,88.54218220710754,success
101,INT 2-2-4-8,2,2,4,8,42,mixed,95.851,87.75726914405823,success
101,INT 2-2-4-8,2,2,4,8,43,mixed,97.195,87.42270135879517,success
101,INT 2-2-4-8,2,2,4,8,44,mixed,95.79,88.12352132797241,success
101,INT 2-2-4-8,2,2,4,8,45,mixed,90.439,88.10582637786865,success
101,INT 2-2-4-8,2,2,4,8,46,mixed,91.322,87.94973611831665,success
101,INT 2-2-4-4,2,2,4,4,42,mixed,95.918,87.78554582595825,success
101,INT 2-2-4-4,2,2,4,4,43,mixed,95.894,87.81602311134338,success
101,INT 2-2-4-4,2,2,4,4,44,mixed,95.75,88.50181221961975,success
101,INT 2-2-4-4,2,2,4,4,45,mixed,91.039,87.92301559448242,success
101,INT 2-2-4-4,2,2,4,4,46,mixed,89.932,87.88664841651917,success
101,INT 2-2-4-2,2,2,4,2,42,mixed,95.741,87.85040307044983,success
101,INT 2-2-4-2,2,2,4,2,43,mixed,96.915,88.14263939857483,success
101,INT 2-2-4-2,2,2,4,2,44,mixed,95.554,88.43771696090698,success
101,INT 2-2-4-2,2,2,4,2,45,mixed,89.716,87.70743441581726,success
101,INT 2-2-4-2,2,2,4,2,46,mixed,90.229,88.36947965621948,success
101,INT 2-2-2-8,2,2,2,8,42,mixed,95.401,87.84889268875122,success
101,INT 2-2-2-8,2,2,2,8,43,mixed,97.429,88.46037530899048,success
101,INT 2-2-2-8,2,2,2,8,44,mixed,95.793,88.24176144599915,success
101,INT 2-2-2-8,2,2,2,8,45,mixed,91.021,87.95045351982117,success
101,INT 2-2-2-8,2,2,2,8,46,mixed,92.043,88.39960837364197,success
101,INT 2-2-2-4,2,2,2,4,42,mixed,95.758,88.10091233253479,success
101,INT 2-2-2-4,2,2,2,4,43,mixed,97.138,88.13081526756287,success
101,INT 2-2-2-4,2,2,2,4,44,mixed,95.93,88.22457957267761,success
101,INT 2-2-2-4,2,2,2,4,45,mixed,89.539,88.10909867286682,success
101,INT 2-2-2-4,2,2,2,4,46,mixed,91.62,87.9353141784668,success
101,INT 2-2-2-2,2,2,2,2,42,INT2,95.615,91.70468711853027,success
101,INT 2-2-2-2,2,2,2,2,43,INT2,97.29,88.27270603179932,success
101,INT 2-2-2-2,2,2,2,2,44,INT2,95.71,88.02261471748352,success
101,INT 2-2-2-2,2,2,2,2,45,INT2,89.412,87.95025587081909,success
101,INT 2-2-2-2,2,2,2,2,46,INT2,90.571,88.27288389205933,success
91,INT 8-8-8-8,8,8,8,8,42,INT8,98.829,87.74575877189636,success
91,INT 8-8-8-8,8,8,8,8,43,INT8,99.376,88.48569107055664,success
91,INT 8-8-8-8,8,8,8,8,44,INT8,99.388,88.0147910118103,success
91,INT 8-8-8-8,8,8,8,8,45,INT8,99.304,87.98889803886414,success
91,INT 8-8-8-8,8,8,8,8,46,INT8,99.2,91.19764804840088,success
91,INT 8-8-8-4,8,8,8,4,42,mixed,98.834,91.63972401618958,success
91,INT 8-8-8-4,8,8,8,4,43,mixed,99.352,88.0510745048523,success
91,INT 8-8-8-4,8,8,8,4,44,mixed,99.45,88.11111783981323,success
91,INT 8-8-8-4,8,8,8,4,45,mixed,99.294,91.70795106887817,success
91,INT 8-8-8-4,8,8,8,4,46,mixed,99.189,88.0139045715332,success
91,INT 8-8-8-2,8,8,8,2,42,mixed,98.843,88.52842450141907,success
91,INT 8-8-8-2,8,8,8,2,43,mixed,99.326,91.4790723323822,success
91,INT 8-8-8-2,8,8,8,2,44,mixed,99.418,91.71807527542114,success
91,INT 8-8-8-2,8,8,8,2,45,mixed,99.274,90.95949006080627,success
91,INT 8-8-8-2,8,8,8,2,46,mixed,99.175,88.54356932640076,success
91,INT 8-8-4-8,8,8,4,8,42,mixed,98.848,88.33289384841919,success
91,INT 8-8-4-8,8,8,4,8,43,mixed,99.387,90.96537446975708,success
91,INT 8-8-4-8,8,8,4,8,44,mixed,99.387,87.97069644927979,success
91,INT 8-8-4-8,8,8,4,8,45,mixed,99.309,88.32072138786316,success
91,INT 8-8-4-8,8,8,4,8,46,mixed,99.2,89.52983069419861,success
91,INT 8-8-4-4,8,8,4,4,42,mixed,98.823,89.6891257762909,success
91,INT 8-8-4-4,8,8,4,4,43,mixed,99.403,88.53845024108887,success
91,INT 8-8-4-4,8,8,4,4,44,mixed,99.448,90.73812294006348,success
91,INT 8-8-4-4,8,8,4,4,45,mixed,99.293,88.1955988407135,success
91,INT 8-8-4-4,8,8,4,4,46,mixed,99.191,88.12620520591736,success
91,INT 8-8-4-2,8,8,4,2,42,mixed,98.845,88.52946853637695,success
91,INT 8-8-4-2,8,8,4,2,43,mixed,99.317,87.67095828056335,success
91,INT 8-8-4-2,8,8,4,2,44,mixed,99.406,88.14321684837341,success
91,INT 8-8-4-2,8,8,4,2,45,mixed,99.256,88.6552746295929,success
91,INT 8-8-4-2,8,8,4,2,46,mixed,99.187,87.92949271202087,success
91,INT 8-8-2-8,8,8,2,8,42,mixed,98.854,91.43162798881531,success
91,INT 8-8-2-8,8,8,2,8,43,mixed,99.358,88.11587858200073,success
91,INT 8-8-2-8,8,8,2,8,44,mixed,99.393,88.63846683502197,success
91,INT 8-8-2-8,8,8,2,8,45,mixed,99.296,91.3256459236145,success
91,INT 8-8-2-8,8,8,2,8,46,mixed,99.213,88.19216752052307,success
91,INT 8-8-2-4,8,8,2,4,42,mixed,98.843,88.50927567481995,success
91,INT 8-8-2-4,8,8,2,4,43,mixed,99.358,88.0134551525116,success
91,INT 8-8-2-4,8,8,2,4,44,mixed,99.396,88.14537405967712,success
91,INT 8-8-2-4,8,8,2,4,45,mixed,99.287,91.60473704338074,success
91,INT 8-8-2-4,8,8,2,4,46,mixed,99.195,88.58581161499023,success
91,INT 8-8-2-2,8,8,2,2,42,mixed,98.857,87.60162377357483,success
91,INT 8-8-2-2,8,8,2,2,43,mixed,99.314,88.117924451828,success
91,INT 8-8-2-2,8,8,2,2,44,mixed,99.439,88.01855063438416,success
91,INT 8-8-2-2,8,8,2,2,45,mixed,99.238,91.29410314559937,success
91,INT 8-8-2-2,8,8,2,2,46,mixed,99.186,88.47873377799988,success
91,INT 8-4-8-8,8,4,8,8,42,mixed,98.86,87.77080416679382,success
91,INT 8-4-8-8,8,4,8,8,43,mixed,99.341,91.19578576087952,success
91,INT 8-4-8-8,8,4,8,8,44,mixed,99.28,88.40075039863586,success
91,INT 8-4-8-8,8,4,8,8,45,mixed,99.304,88.13570261001587,success
91,INT 8-4-8-8,8,4,8,8,46,mixed,99.169,88.11391067504883,success
91,INT 8-4-8-4,8,4,8,4,42,mixed,98.851,90.84221363067627,success
91,INT 8-4-8-4,8,4,8,4,43,mixed,99.33,88.48728251457214,success
91,INT 8-4-8-4,8,4,8,4,44,mixed,99.354,88.00649499893188,success
91,INT 8-4-8-4,8,4,8,4,45,mixed,99.33,88.00504565238953,success
91,INT 8-4-8-4,8,4,8,4,46,mixed,99.148,87.79763627052307,success
91,INT 8-4-8-2,8,4,8,2,42,mixed,98.736,88.33724880218506,success
91,INT 8-4-8-2,8,4,8,2,43,mixed,99.302,88.03899574279785,success
91,INT 8-4-8-2,8,4,8,2,44,mixed,99.026,91.10260677337646,success
91,INT 8-4-8-2,8,4,8,2,45,mixed,99.232,91.52324318885803,success
91,INT 8-4-8-2,8,4,8,2,46,mixed,99.142,88.54365634918213,success
91,INT 8-4-4-8,8,4,4,8,42,mixed,98.874,93.32805109024048,success
91,INT 8-4-4-8,8,4,4,8,43,mixed,99.343,89.70035362243652,success
91,INT 8-4-4-8,8,4,4,8,44,mixed,99.244,88.50454950332642,success
91,INT 8-4-4-8,8,4,4,8,45,mixed,99.335,88.06224942207336,success
91,INT 8-4-4-8,8,4,4,8,46,mixed,99.157,88.07819414138794,success
91,INT 8-4-4-4,8,4,4,4,42,mixed,98.862,87.98979020118713,success
91,INT 8-4-4-4,8,4,4,4,43,mixed,99.372,89.6868486404419,success
91,INT 8-4-4-4,8,4,4,4,44,mixed,99.325,89.4341652393341,success
91,INT 8-4-4-4,8,4,4,4,45,mixed,99.339,88.30710458755493,success
91,INT 8-4-4-4,8,4,4,4,46,mixed,99.171,88.29950213432312,success
91,INT 8-4-4-2,8,4,4,2,42,mixed,98.736,87.58797907829285,success
91,INT 8-4-4-2,8,4,4,2,43,mixed,99.276,88.37245106697083,success
91,INT 8-4-4-2,8,4,4,2,44,mixed,99.425,87.97772741317749,success
91,INT 8-4-4-2,8,4,4,2,45,mixed,99.262,91.22642374038696,success
91,INT 8-4-4-2,8,4,4,2,46,mixed,99.166,88.05480003356934,success
91,INT 8-4-2-8,8,4,2,8,42,mixed,98.87,87.96421504020691,success
91,INT 8-4-2-8,8,4,2,8,43,mixed,99.329,88.39912629127502,success
91,INT 8-4-2-8,8,4,2,8,44,mixed,99.095,88.22243022918701,success
91,INT 8-4-2-8,8,4,2,8,45,mixed,99.258,91.41519236564636,success
91,INT 8-4-2-8,8,4,2,8,46,mixed,99.189,88.19984555244446,success
91,INT 8-4-2-4,8,4,2,4,42,mixed,98.808,88.47766470909119,success
91,INT 8-4-2-4,8,4,2,4,43,mixed,99.314,87.88189911842346,success
91,INT 8-4-2-4,8,4,2,4,44,mixed,99.371,88.17819952964783,success
91,INT 8-4-2-4,8,4,2,4,45,mixed,99.274,91.841472864151,success
91,INT 8-4-2-4,8,4,2,4,46,mixed,99.175,88.75230526924133,success
91,INT 8-4-2-2,8,4,2,2,42,mixed,98.829,88.02193593978882,success
91,INT 8-4-2-2,8,4,2,2,43,mixed,99.345,87.73603963851929,success
91,INT 8-4-2-2,8,4,2,2,44,mixed,99.424,91.83659529685974,success
91,INT 8-4-2-2,8,4,2,2,45,mixed,99.193,88.58730983734131,success
91,INT 8-4-2-2,8,4,2,2,46,mixed,99.152,88.11161208152771,success
91,INT 8-2-8-8,8,2,8,8,42,mixed,98.566,87.77334332466125,success
91,INT 8-2-8-8,8,2,8,8,43,mixed,98.606,90.58368635177612,success
91,INT 8-2-8-8,8,2,8,8,44,mixed,98.902,89.26015758514404,success
91,INT 8-2-8-8,8,2,8,8,45,mixed,99.019,87.97596788406372,success
91,INT 8-2-8-8,8,2,8,8,46,mixed,99.026,91.45875096321106,success
91,INT 8-2-8-4,8,2,8,4,42,mixed,98.554,88.03373408317566,success
91,INT 8-2-8-4,8,2,8,4,43,mixed,98.392,88.1353166103363,success
91,INT 8-2-8-4,8,2,8,4,44,mixed,98.974,88.00319981575012,success
91,INT 8-2-8-4,8,2,8,4,45,mixed,98.994,87.99430012702942,success
91,INT 8-2-8-4,8,2,8,4,46,mixed,99.015,88.4377715587616,success
91,INT 8-2-8-2,8,2,8,2,42,mixed,98.53,88.07205486297607,success
91,INT 8-2-8-2,8,2,8,2,43,mixed,98.43,88.10985279083252,success
91,INT 8-2-8-2,8,2,8,2,44,mixed,98.968,87.64792251586914,success
91,INT 8-2-8-2,8,2,8,2,45,mixed,99.032,91.4209680557251,success
91,INT 8-2-8-2,8,2,8,2,46,mixed,99.014,88.23404121398926,success
91,INT 8-2-4-8,8,2,4,8,42,mixed,98.555,88.30580163002014,success
91,INT 8-2-4-8,8,2,4,8,43,mixed,98.39,87.70358657836914,success
91,INT 8-2-4-8,8,2,4,8,44,mixed,99.128,91.53270840644836,success
91,INT 8-2-4-8,8,2,4,8,45,mixed,99.081,88.25051212310791,success
91,INT 8-2-4-8,8,2,4,8,46,mixed,99.01,88.44455766677856,success
91,INT 8-2-4-4,8,2,4,4,42,mixed,98.557,88.03558588027954,success
91,INT 8-2-4-4,8,2,4,4,43,mixed,98.63,91.11979746818542,success
91,INT 8-2-4-4,8,2,4,4,44,mixed,98.714,91.55657172203064,success
91,INT 8-2-4-4,8,2,4,4,45,mixed,98.994,88.44462180137634,success
91,INT 8-2-4-4,8,2,4,4,46,mixed,99.018,87.88763666152954,success
91,INT 8-2-4-2,8,2,4,2,42,mixed,98.518,87.97046637535095,success
91,INT 8-2-4-2,8,2,4,2,43,mixed,98.441,91.70059084892273,success
91,INT 8-2-4-2,8,2,4,2,44,mixed,98.764,88.09118485450745,success
91,INT 8-2-4-2,8,2,4,2,45,mixed,98.892,91.545823097229,success
91,INT 8-2-4-2,8,2,4,2,46,mixed,99.012,91.64086484909058,success
91,INT 8-2-2-8,8,2,2,8,42,mixed,98.543,88.74359178543091,success
91,INT 8-2-2-8,8,2,2,8,43,mixed,98.508,87.97558450698853,success
91,INT 8-2-2-8,8,2,2,8,44,mixed,99.043,87.81980180740356,success
91,INT 8-2-2-8,8,2,2,8,45,mixed,99.089,88.30950498580933,success
91,INT 8-2-2-8,8,2,2,8,46,mixed,99.021,88.87791800498962,success
91,INT 8-2-2-4,8,2,2,4,42,mixed,98.545,91.16438961029053,success
91,INT 8-2-2-4,8,2,2,4,43,mixed,98.492,88.38492703437805,success
91,INT 8-2-2-4,8,2,2,4,44,mixed,99.036,91.39384269714355,success
91,INT 8-2-2-4,8,2,2,4,45,mixed,99.048,88.98121476173401,success
91,INT 8-2-2-4,8,2,2,4,46,mixed,99.027,87.79754996299744,success
91,INT 8-2-2-2,8,2,2,2,42,mixed,97.968,87.86330819129944,success
91,INT 8-2-2-2,8,2,2,2,43,mixed,98.46,88.59217143058777,success
91,INT 8-2-2-2,8,2,2,2,44,mixed,98.956,88.43740510940552,success
91,INT 8-2-2-2,8,2,2,2,45,mixed,99.024,87.82998466491699,success
91,INT 8-2-2-2,8,2,2,2,46,mixed,98.893,88.30459117889404,success
91,INT 4-8-8-8,4,8,8,8,42,mixed,98.219,88.2503297328949,success
91,INT 4-8-8-8,4,8,8,8,43,mixed,97.876,88.11611008644104,success
91,INT 4-8-8-8,4,8,8,8,44,mixed,98.918,90.8064444065094,success
91,INT 4-8-8-8,4,8,8,8,45,mixed,98.858,91.56952452659607,success
91,INT 4-8-8-8,4,8,8,8,46,mixed,98.407,88.22847270965576,success
91,INT 4-8-8-4,4,8,8,4,42,mixed,98.613,88.04400539398193,success
91,INT 4-8-8-4,4,8,8,4,43,mixed,97.885,88.29376482963562,success
91,INT 4-8-8-4,4,8,8,4,44,mixed,98.514,87.69509625434875,success
91,INT 4-8-8-4,4,8,8,4,45,mixed,98.848,91.62677812576294,success
91,INT 4-8-8-4,4,8,8,4,46,mixed,98.383,88.16626644134521,success
91,INT 4-8-8-2,4,8,8,2,42,mixed,98.611,87.9664409160614,success
91,INT 4-8-8-2,4,8,8,2,43,mixed,97.854,88.35004234313965,success
91,INT 4-8-8-2,4,8,8,2,44,mixed,98.465,88.34250783920288,success
91,INT 4-8-8-2,4,8,8,2,45,mixed,98.784,88.19468784332275,success
91,INT 4-8-8-2,4,8,8,2,46,mixed,98.393,88.36276125907898,success
91,INT 4-8-4-8,4,8,4,8,42,mixed,98.594,87.86344909667969,success
91,INT 4-8-4-8,4,8,4,8,43,mixed,98.079,87.96260213851929,success
91,INT 4-8-4-8,4,8,4,8,44,mixed,99.073,88.2415726184845,success
91,INT 4-8-4-8,4,8,4,8,45,mixed,98.871,91.6565294265747,success
91,INT 4-8-4-8,4,8,4,8,46,mixed,98.401,88.34129929542542,success
91,INT 4-8-4-4,4,8,4,4,42,mixed,98.586,88.41040253639221,success
91,INT 4-8-4-4,4,8,4,4,43,mixed,98.075,88.34789705276489,success
91,INT 4-8-4-4,4,8,4,4,44,mixed,98.679,88.1778290271759,success
91,INT 4-8-4-4,4,8,4,4,45,mixed,98.863,87.89868593215942,success
91,INT 4-8-4-4,4,8,4,4,46,mixed,98.375,88.3786690235138,success
91,INT 4-8-4-2,4,8,4,2,42,mixed,98.434,87.94494819641113,success
91,INT 4-8-4-2,4,8,4,2,43,mixed,97.811,91.3150942325592,success
91,INT 4-8-4-2,4,8,4,2,44,mixed,98.557,88.29942965507507,success
91,INT 4-8-4-2,4,8,4,2,45,mixed,98.76,88.23179197311401,success
91,INT 4-8-4-2,4,8,4,2,46,mixed,98.384,88.29321575164795,success
91,INT 4-8-2-8,4,8,2,8,42,mixed,98.281,88.31066799163818,success
91,INT 4-8-2-8,4,8,2,8,43,mixed,98.121,91.02922892570496,success
91,INT 4-8-2-8,4,8,2,8,44,mixed,98.566,91.73874807357788,success
91,INT 4-8-2-8,4,8,2,8,45,mixed,98.834,88.09538555145264,success
91,INT 4-8-2-8,4,8,2,8,46,mixed,98.463,88.00481796264648,success
91,INT 4-8-2-4,4,8,2,4,42,mixed,98.371,88.32940077781677,success
91,INT 4-8-2-4,4,8,2,4,43,mixed,98.121,87.94967722892761,success
91,INT 4-8-2-4,4,8,2,4,44,mixed,98.758,88.16133332252502,success
91,INT 4-8-2-4,4,8,2,4,45,mixed,98.791,88.03403759002686,success
91,INT 4-8-2-4,4,8,2,4,46,mixed,98.434,87.65505456924438,success
91,INT 4-8-2-2,4,8,2,2,42,mixed,98.436,90.13225030899048,success
91,INT 4-8-2-2,4,8,2,2,43,mixed,98.084,89.90222954750061,success
91,INT 4-8-2-2,4,8,2,2,44,mixed,98.674,88.36647653579712,success
91,INT 4-8-2-2,4,8,2,2,45,mixed,98.713,87.66093063354492,success
91,INT 4-8-2-2,4,8,2,2,46,mixed,98.407,88.41589903831482,success
91,INT 4-4-8-8,4,4,8,8,42,mixed,98.349,88.11768412590027,success
91,INT 4-4-8-8,4,4,8,8,43,mixed,97.802,87.56090950965881,success
91,INT 4-4-8-8,4,4,8,8,44,mixed,98.696,91.21694946289062,success
91,INT 4-4-8-8,4,4,8,8,45,mixed,98.796,88.05863094329834,success
91,INT 4-4-8-8,4,4,8,8,46,mixed,98.298,88.20439791679382,success
91,INT 4-4-8-4,4,4,8,4,42,mixed,98.106,88.08151626586914,success
91,INT 4-4-8-4,4,4,8,4,43,mixed,97.786,88.33922457695007,success
91,INT 4-4-8-4,4,4,8,4,44,mixed,99.04,90.98698687553406,success
91,INT 4-4-8-4,4,4,8,4,45,mixed,98.796,88.51565837860107,success
91,INT 4-4-8-4,4,4,8,4,46,mixed,98.269,87.96489191055298,success
91,INT 4-4-8-2,4,4,8,2,42,mixed,98.161,88.03663277626038,success
91,INT 4-4-8-2,4,4,8,2,43,mixed,97.808,91.29118800163269,success
91,INT 4-4-8-2,4,4,8,2,44,mixed,98.63,87.97520279884338,success
91,INT 4-4-8-2,4,4,8,2,45,mixed,98.796,88.17147541046143,success
91,INT 4-4-8-2,4,4,8,2,46,mixed,98.349,88.26752614974976,success
91,INT 4-4-4-8,4,4,4,8,42,mixed,98.177,87.70244526863098,success
91,INT 4-4-4-8,4,4,4,8,43,mixed,97.76,88.24358677864075,success
91,INT 4-4-4-8,4,4,4,8,44,mixed,99.006,88.39004826545715,success
91,INT 4-4-4-8,4,4,4,8,45,mixed,98.785,87.83581328392029,success
91,INT 4-4-4-8,4,4,4,8,46,mixed,98.276,88.22252607345581,success
91,INT 4-4-4-4,4,4,4,4,42,INT4,98.353,90.74631571769714,success
91,INT 4-4-4-4,4,4,4,4,43,INT4,97.787,89.3683009147644,success
91,INT 4-4-4-4,4,4,4,4,44,INT4,98.987,92.17567229270935,success
91,INT 4-4-4-4,4,4,4,4,45,INT4,98.803,87.3792085647583,success
91,INT 4-4-4-4,4,4,4,4,46,INT4,98.251,87.46872138977051,success
91,INT 4-4-4-2,4,4,4,2,42,mixed,98.226,87.87583065032959,success
91,INT 4-4-4-2,4,4,4,2,43,mixed,97.807,90.06040644645691,success
91,INT 4-4-4-2,4,4,4,2,44,mixed,98.976,87.67664289474487,success
91,INT 4-4-4-2,4,4,4,2,45,mixed,98.695,87.28122472763062,success
91,INT 4-4-4-2,4,4,4,2,46,mixed,98.38,90.13873863220215,success
91,INT 4-4-2-8,4,4,2,8,42,mixed,98.353,88.27759432792664,success
91,INT 4-4-2-8,4,4,2,8,43,mixed,97.805,87.50319910049438,success
91,INT 4-4-2-8,4,4,2,8,44,mixed,98.899,87.64532971382141,success
91,INT 4-4-2-8,4,4,2,8,45,mixed,98.78,88.15071296691895,success
91,INT 4-4-2-8,4,4,2,8,46,mixed,98.394,91.19118666648865,success
91,INT 4-4-2-4,4,4,2,4,42,mixed,98.434,89.27784562110901,success
91,INT 4-4-2-4,4,4,2,4,43,mixed,97.796,89.21914267539978,success
91,INT 4-4-2-4,4,4,2,4,44,mixed,98.765,90.67017579078674,success
91,INT 4-4-2-4,4,4,2,4,45,mixed,98.769,87.49550080299377,success
91,INT 4-4-2-4,4,4,2,4,46,mixed,98.376,90.81440424919128,success
91,INT 4-4-2-2,4,4,2,2,42,mixed,98.326,87.73737335205078,success
91,INT 4-4-2-2,4,4,2,2,43,mixed,97.853,91.9711971282959,success
91,INT 4-4-2-2,4,4,2,2,44,mixed,98.938,92.5386106967926,success
91,INT 4-4-2-2,4,4,2,2,45,mixed,98.606,87.33702421188354,success
91,INT 4-4-2-2,4,4,2,2,46,mixed,98.3,87.64868521690369,success
91,INT 4-2-8-8,4,2,8,8,42,mixed,95.155,87.24063920974731,success
91,INT 4-2-8-8,4,2,8,8,43,mixed,97.947,88.83653664588928,success
91,INT 4-2-8-8,4,2,8,8,44,mixed,98.865,89.01281547546387,success
91,INT 4-2-8-8,4,2,8,8,45,mixed,98.778,88.44475960731506,success
91,INT 4-2-8-8,4,2,8,8,46,mixed,97.729,88.02022361755371,success
91,INT 4-2-8-4,4,2,8,4,42,mixed,97.456,87.32605791091919,success
91,INT 4-2-8-4,4,2,8,4,43,mixed,97.994,90.58940100669861,success
91,INT 4-2-8-4,4,2,8,4,44,mixed,98.93,87.90429043769836,success
91,INT 4-2-8-4,4,2,8,4,45,mixed,98.778,87.58214378356934,success
91,INT 4-2-8-4,4,2,8,4,46,mixed,97.771,88.8286554813385,success
91,INT 4-2-8-2,4,2,8,2,42,mixed,97.514,88.90942430496216,success
91,INT 4-2-8-2,4,2,8,2,43,mixed,98.075,87.45657587051392,success
91,INT 4-2-8-2,4,2,8,2,44,mixed,98.591,87.30434584617615,success
91,INT 4-2-8-2,4,2,8,2,45,mixed,98.71,87.26940512657166,success
91,INT 4-2-8-2,4,2,8,2,46,mixed,97.602,87.72982501983643,success
91,INT 4-2-4-8,4,2,4,8,42,mixed,97.303,87.24636030197144,success
91,INT 4-2-4-8,4,2,4,8,43,mixed,97.394,87.15563082695007,success
91,INT 4-2-4-8,4,2,4,8,44,mixed,98.438,88.43981766700745,success
91,INT 4-2-4-8,4,2,4,8,45,mixed,98.798,88.67713332176208,success
91,INT 4-2-4-8,4,2,4,8,46,mixed,97.737,88.00810027122498,success
91,INT 4-2-4-4,4,2,4,4,42,mixed,97.14,90.4038667678833,success
91,INT 4-2-4-4,4,2,4,4,43,mixed,98.164,88.22210359573364,success
91,INT 4-2-4-4,4,2,4,4,44,mixed,98.468,87.64953207969666,success
91,INT 4-2-4-4,4,2,4,4,45,mixed,98.787,87.82946920394897,success
91,INT 4-2-4-4,4,2,4,4,46,mixed,97.66,88.07546615600586,success
91,INT 4-2-4-2,4,2,4,2,42,mixed,97.071,87.85492849349976,success
91,INT 4-2-4-2,4,2,4,2,43,mixed,98.165,87.42593383789062,success
91,INT 4-2-4-2,4,2,4,2,44,mixed,98.469,92.08427214622498,success
91,INT 4-2-4-2,4,2,4,2,45,mixed,98.718,88.21271800994873,success
91,INT 4-2-4-2,4,2,4,2,46,mixed,97.896,87.99700021743774,success
91,INT 4-2-2-8,4,2,2,8,42,mixed,96.394,87.9269552230835,success
91,INT 4-2-2-8,4,2,2,8,43,mixed,98.062,88.38212203979492,success
91,INT 4-2-2-8,4,2,2,8,44,mixed,98.535,90.98534560203552,success
91,INT 4-2-2-8,4,2,2,8,45,mixed,98.751,87.9645926952362,success
91,INT 4-2-2-8,4,2,2,8,46,mixed,97.724,88.51969599723816,success
91,INT 4-2-2-4,4,2,2,4,42,mixed,96.481,88.10292792320251,success
91,INT 4-2-2-4,4,2,2,4,43,mixed,98.11,87.84148120880127,success
91,INT 4-2-2-4,4,2,2,4,44,mixed,98.472,88.84491300582886,success
91,INT 4-2-2-4,4,2,2,4,45,mixed,98.774,88.24850583076477,success
91,INT 4-2-2-4,4,2,2,4,46,mixed,97.994,87.81804966926575,success
91,INT 4-2-2-2,4,2,2,2,42,mixed,97.515,88.17154240608215,success
91,INT 4-2-2-2,4,2,2,2,43,mixed,96.349,88.29829049110413,success
91,INT 4-2-2-2,4,2,2,2,44,mixed,98.769,87.83628344535828,success
